Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,sma_20,rsi_14,macd,macd_signal,macd_hist,bb_high,bb_low,obv,atr_14,ema_50,daily_return,high_low_spread,rolling_volatility_30d,Open_scaled,High_scaled,Low_scaled,Close_scaled,Volume_scaled,sma_20_scaled,rsi_14_scaled,macd_scaled,macd_signal_scaled,macd_hist_scaled,bb_high_scaled,bb_low_scaled,obv_scaled,atr_14_scaled,ema_50_scaled,daily_return_scaled,high_low_spread_scaled,rolling_volatility_30d_scaled
2016-08-08,37.61099581251056,37.61099581251056,37.17702478782952,37.32746887207031,309041,0.0,0.0,0.0,,,,,,,,309041,0.0,,,0.011626050139331965,,0.08068040883063955,0.07232817133378072,0.07940533664209674,0.07858292281989314,0.0053136566362437425,,,,,,,,0.019673497876001957,0.0,,,0.08983765126617703,
2016-08-09,37.46345247681761,37.61100228335552,37.28118250346787,37.3911247253418,662691,0.0,0.0,0.0,,,,,,,,971732,0.0,,0.001705335378877404,0.008820803929016746,,0.0799967042089821,0.07232820117089933,0.07989251064737156,0.07887867132480754,0.011394321238699726,,,,,,,,0.02017225153149086,0.0,,0.5057492436709515,0.06816075087973639,
2016-08-10,37.33615731788743,37.52421132657393,37.06420063030214,37.284080505371094,375694,0.0,0.0,0.0,,,,,,,,596038,0.0,,-0.0028628242866990394,0.012337992248609321,,0.07940682810196291,0.07192800736502561,0.07887762732764507,0.07838133814350458,0.0064596895437723685,,,,,,,,0.019889497192220752,0.0,,0.4827849449835575,0.09533902156550043,
2016-08-11,37.313004378870176,37.32168269821211,37.07576561518305,37.12495040893555,103568,0.0,0.0,0.0,,,,,,,,492470,0.0,,-0.004268044009094529,0.006624038020798719,,0.07929953913945774,0.07099414621649061,0.07893171991186552,0.0776420111894383,0.0017807500962736074,,,,,,,,0.019811549976109965,0.0,,0.4757208562062588,0.05118574327089619,
2016-08-12,37.26382176374046,37.318792872016274,36.84431531690178,36.881927490234375,1986514,0.0,0.0,0.0,,,,,,,,-1494044,0.0,,-0.006546080628371143,0.012864771106123165,,0.07907163063304191,0.07098082120445584,0.07784916382713684,0.07651291368823492,0.03415615824143431,,,,,,,,0.018316462342235527,0.0,,0.46426908630861274,0.09940958506114722,
2016-08-15,37.02369610795917,37.249362293489085,36.88771891301872,37.15967559814453,517841,0.0,0.0,0.0,,,,,,,,-976203,0.0,,0.007530737323413916,0.009732145791079498,,0.07795890656546452,0.07066067624356165,0.07805217426792878,0.07780334627904313,0.008903767675386424,,,,,,,,0.018706199175408198,0.0,,0.5350337433430052,0.07520293729791455,
2016-08-16,37.321681568407165,37.321681568407165,36.164421636795886,36.24542999267578,1715531,0.0,0.0,0.0,,,,,,,,-2691734,0.0,,-0.024603164337484218,0.031928437098004615,,0.0793397485773261,0.07099414100695084,0.07466911590396356,0.07355571221169717,0.02949687155695155,,,,,,,,0.017415058421490406,0.0,,0.3734954938608489,0.24671971676611273,
2016-08-17,36.60707332066541,36.60707332066541,36.164421666155945,36.17020797729492,2114206,0.0,0.0,0.0,,,,,,,,-4805940,0.0,,-0.0020753517173354163,0.012238017950776689,,0.07602830818348578,0.06769907657884208,0.07466911604128855,0.07320622669791958,0.03635169683726864,,,,,,,,0.015823867397383284,0.0,,0.48674359717937865,0.09456649297697459,
2016-08-18,36.30908594864947,36.3669490704042,35.73045473110209,35.825927734375,791943,0.0,0.0,0.0,,,,,,,,-5597883,0.0,,-0.009518337387941944,0.017766304449148822,,0.07464745731356344,0.06659186171270762,0.07263933448731243,0.0716066822431327,0.013616682503217301,,,,,,,,0.015227836266450695,0.0,,0.449327447443239,0.13728506623170925,
2016-08-19,35.73045181257565,35.94743735380975,35.44402823566288,35.56264877319336,3512482,0.0,0.0,0.0,,,,,,,,-9110365,0.0,,-0.0073488386158113705,0.01415555746022868,,0.07196611063514928,0.06465748978390115,0.07129963975471627,0.07038347408326716,0.0603936800909481,,,,,,,,0.012584276542025624,0.0,,0.4602335937805856,0.10938384226368278,
2016-08-22,35.8751106262207,35.8751106262207,35.8751106262207,35.8751106262207,313928,0.0,0.0,0.0,,,,,,,,-8796437,0.0,,0.008786236790744084,0.0,,0.07263644860052125,0.06432399065618566,0.0733159295084267,0.07183518859381653,0.005397683804099539,,,,,,,,0.01282054463312739,0.0,,0.5413451831525409,0.0,
2016-08-23,35.87510452425405,36.13548851400427,35.58578898008714,35.701515197753906,694718,0.0,0.0,0.0,,,,,,,,-9491155,0.0,,-0.004838882039290948,0.015397092556780845,,0.0726364203244708,0.06552459520925791,0.07196269336748652,0.0710286549320955,0.011944994065570523,,,,,,,,0.012297686857732915,0.0,,0.4728512334287678,0.11897752160465125,
2016-08-24,35.875109494611074,35.94743724305138,35.568434975305586,35.78831481933594,666434,0.0,0.0,0.0,,,,,,,,-8824721,0.0,,0.0024312587603423363,0.010590112154177966,,0.0726364433567281,0.06465748927319345,0.07188152396044671,0.07143193062459995,0.011458678449521139,,,,,,,,0.012799257565109492,0.0,,0.5093984859427888,0.08183267671950793,
2016-08-25,35.96190424993569,36.09209511551589,35.52793087259399,35.872215270996094,892392,0.0,0.0,0.0,,29.45510504843884,,,,,,-7932329,0.48976956310147457,,0.0023443532360687414,0.015727053338075933,,0.0730386436667073,0.06532450789676794,0.071692075240041,0.07182173661831286,0.015343804456142794,,0.18027008959129337,,,,,,0.013470888494349596,0.04947105454629205,,0.5089616088274721,0.12152721829839068,
2016-08-26,35.87510792341137,36.743054638149836,35.87510792341137,36.679405212402344,1096305,0.0,0.0,0.0,,50.69542562115747,,,,,,-6836024,0.5169888348194936,,0.022501814713932422,0.023663053141466654,,0.0726364360759079,0.06832608753700867,0.0733159168666513,0.07557198433449218,0.01884988832742968,,0.44651955475750327,,,,,,0.014295988165660602,0.05222044155871747,,0.6102938739068906,0.1828508470666416,
2016-08-29,36.74305853422413,36.9050752714882,36.59840073309551,36.763309478759766,545189,0.0,0.0,0.0,,52.30303026061595,,,,,,-6290835,0.501966385074722,,0.0022875034606355538,0.008341864286453171,,0.0766584533442314,0.06907316599184038,0.07669895433939848,0.07596180805149298,0.009373989690225858,,0.4666710338271882,,,,,,0.01470630761572457,0.050703041363335075,,0.5086758230145993,0.06445985400844126,
2016-08-30,36.88770897387062,36.88770897387062,36.352474068886266,36.41901779174805,590942,0.0,0.0,0.0,,45.71602945788546,,,,,,-6881777,0.5043427079254102,,-0.009365089593216136,0.014696577157707757,,0.07732875250512948,0.0689930898526292,0.07554868834832511,0.07436221042684245,0.010160667613472483,,0.38410234401988963,,,,,,0.014261553601135683,0.050943070973630884,,0.450097829476465,0.11356444860270298,
2016-08-31,36.381408265248744,36.453738304253314,35.802777134190045,35.99951171875,705532,0.0,0.0,0.0,,39.232605577517944,,,,,,-7587309,0.5148154552209716,,-0.011518873886079972,0.018082499983582336,,0.0749825934406929,0.06699204757412572,0.07297760606486693,0.07241316273499009,0.012130930180404283,,0.3028320009154239,,,,,,0.01373055700684906,0.052000911010540045,,0.4392706803769596,0.1397283951193303,
2016-09-01,35.791212410701235,36.16153641630943,35.73045727615363,35.96480178833008,251433,0.0,0.0,0.0,,38.74301895166742,,,,,,-7838742,0.5088342898591738,,-0.0009641778113852473,0.011986139745546418,,0.0722476706362027,0.06564470229811928,0.07263934639121165,0.0722518985385368,0.004323143625022806,,0.29669498538220934,,,,,,0.013541323822966161,0.051396760446364244,,0.49232950733531405,0.09262016158395275,
2016-09-02,35.99083071566208,36.00240333742031,35.71597980128189,35.776737213134766,443700,0.0,0.0,0.0,36.39066905975342,36.11342320631311,,,,37.60964265992304,35.1716954595838,-8282442,0.4929478074505486,,-0.005229128643671199,0.008005859629739143,,0.07317268671387349,0.06491093838028039,0.07257163129803489,0.07137814044587308,0.007628985958178198,0.06313727443393705,0.2637327493176943,,,,0.056599930864437514,0.08046569750741958,0.01320738689468371,0.04979208531545381,,0.4708894500759964,0.06186345464563748,
2016-09-05,35.58578783796753,35.58578783796753,35.03608832169291,35.22993087768555,274206,0.0,0.0,0.0,36.28579216003418,29.783691791650398,,,,37.52508382438211,35.046500495686246,-8556648,0.5106407420213565,,-0.01528385140857591,0.015603195992155592,,0.07129574875426607,0.06298992093221184,0.06939159366727855,0.06883764891405562,0.004714703005743094,0.0626322172303832,0.18438895608115008,,,,0.05621009248341993,0.07986125802341809,0.013001014324576388,0.05157922808049954,,0.42034400646285697,0.12057013890201838,
2016-09-06,35.28779278245905,35.87510215063738,35.038981430937696,35.75358963012695,301346,0.0,0.0,0.0,36.203915405273435,40.53324424493027,,,,37.353404208187015,35.054426602359854,-8255302,0.5338893118555228,,0.014864030084517976,0.02338564402482115,,0.0699148622796223,0.06432395157520221,0.06940512552720694,0.07127059553499514,0.005181348664758096,0.06223792215771967,0.3191356319452592,,,,0.05541860448334193,0.0798995251523727,0.013227812966880206,0.053927539108865816,,0.5718984629799112,0.18070723137768593,
2016-09-07,35.83170902724717,36.4248070897745,35.5886862451647,36.297508239746094,714059,0.0,0.0,0.0,36.15458679199219,49.22782070895026,,,,37.193813357621565,35.11536022636281,-7541243,0.555477278480828,,0.015212979039196162,0.02303521330134268,,0.07243532888429578,0.06685864550943868,0.07197624466537673,0.0737976705378847,0.012277543575187662,0.06200036964095279,0.4281229857597474,,,,0.054682848859323896,0.08019371181215582,0.013765227141034904,0.056108114536422,,0.5736526416007394,0.17799935787365664,
2016-09-08,36.167314842861686,36.45373840111907,35.31383506990445,36.18178176879883,452123,0.0,0.0,0.0,36.10742835998535,47.632098193805064,,,,37.0470681778984,35.167788542072294,-7993366,0.5972219965332416,,-0.0031882759054117082,0.031504897644305856,,0.07399050076727583,0.06699204802077452,0.07069069085800501,0.07325999915335855,0.007773811175049361,0.06177326809755174,0.4081204502633301,,,,0.05400631514265841,0.08044683496589897,0.013424950905231778,0.060324700007174624,,0.4811488882938729,0.24344691222090178,
2016-09-09,36.196254196993785,36.29462151072572,35.438249545245604,35.46428680419922,631080,0.0,0.0,0.0,36.036546325683595,39.157284487793326,,,,36.94516195831665,35.12793069305054,-8624446,0.6157327086008754,,-0.019830282797690724,0.024147446421471933,,0.07412460353833607,0.06625835874822097,0.07127261124570404,0.06992647910518736,0.010850801123477794,0.06143192045929691,0.30188784379753775,,,,0.05353650077727323,0.08025440184442104,0.012949988280258846,0.062194445527066974,,0.39748893658250034,0.18659388567762888,
2016-09-12,35.46428680419922,35.46428680419922,35.46428680419922,35.46428680419922,0,0.0,0.0,0.0,35.95177688598633,39.157284487793326,-0.30808051742725695,,,36.732834665982786,35.17071910598987,-8624446,0.57175180084367,,0.0,0.0,,0.0707327221835748,0.062429678679741946,0.07139439459754764,0.06992647910518736,0.0,0.0610236950419272,0.30188784379753775,0.3509632510125492,,,0.052557616343023694,0.0804609836863189,0.012949988280258846,0.05775198513227649,,0.4971764629737647,0.0,
2016-09-13,35.46428680419922,35.46428680419922,35.46428680419922,35.46428680419922,0,0.0,0.0,0.0,35.9127197265625,39.157284487793326,-0.31930835528520163,,,36.70910675272406,35.11633270040094,-8624446,0.5309123864976936,,0.0,0.0,,0.0707327221835748,0.062429678679741946,0.07139439459754764,0.06992647910518736,0.0,0.06083560691413012,0.30188784379753775,0.3504954165308898,,,0.0524482244476584,0.0801984069028169,0.012949988280258846,0.05362684333711387,,0.4971764629737647,0.0,
2016-09-14,35.46428680419922,35.46428680419922,35.46428680419922,35.46428680419922,0,0.0,0.0,0.0,35.87742366790771,39.157284487793326,-0.32446625269201945,,,36.68748997737319,35.06735735844224,-8624446,0.49299007317642973,,0.0,0.0,,0.0707327221835748,0.062429678679741946,0.07139439459754764,0.06992647910518736,0.0,0.06066563117372989,0.30188784379753775,0.3502805005078495,,,0.052348565451035556,0.07996195465665037,0.012949988280258846,0.04979635452732002,,0.4971764629737647,0.0,
2016-09-15,35.35724055330497,35.58579874831342,34.99270286758984,35.04188537597656,981818,0.0,0.0,0.0,35.83822154998779,34.3217437531479,-0.35850555971862974,,,36.72656533634302,34.949877763632564,-9606264,0.5001404880012262,,-0.01191061392422088,0.016925341612189223,,0.07023667797985818,0.06298997123990527,0.06918866808162684,0.06796397943783132,0.01688139674439171,0.06047684496720562,0.24127387472014072,0.34886217208519843,,,0.0525287130912086,0.07939476486357236,0.012211053668916902,0.05051860962129946,,0.43730138948035,0.1307867176808976,
2016-09-16,35.29648448366866,35.29648448366866,34.46036344694376,34.593448638916016,798286,0.0,0.0,0.0,35.789761543273926,30.075492252738258,-0.41686173017771466,,,36.82632559952839,34.75319748701946,-10404550,0.5241390986243456,,-0.012797163515864352,0.024169924353373087,,0.06995513896348042,0.061655940818358956,0.06669877161901348,0.0658805183306694,0.01372574416184413,0.06024347541165406,0.18804670297973897,0.34643062390078666,,,0.05298863403549889,0.078445195318534,0.011610248677411639,0.05294268139834776,,0.43284467362229806,0.18676757877056413,
2016-09-19,35.007159813845256,35.29647537389723,34.431422996964024,34.47481918334961,611531,0.0,0.0,0.0,35.71974697113037,29.051535766814624,-0.4672951339138862,,,36.90263101881282,34.53686292344792,-11016081,0.5484900470749785,,-0.0034292462947147495,0.02509229627376852,0.16037261726809146,0.06861443039817157,0.061655898813128995,0.06656340925200423,0.06532935952406381,0.010514675258036222,0.05990630522346671,0.17521130975686988,0.3443291965740162,,,0.0533404220056905,0.07740073515890752,0.01114999899589373,0.05540234241000114,,0.4799375217042871,0.19389499744923155,0.09070800863525671
2016-09-20,34.71784403435649,34.85671550230369,34.14789353227872,34.283870697021484,1293043,0.0,0.0,0.0,35.64886474609375,27.43254904314051,-0.5167155416317826,,,36.98729635299592,34.31043313919158,-12309124,0.5599423272856923,,-0.005538781372937507,0.02067508585273459,0.16005784588297628,0.06727376302999881,0.05962816247734409,0.06523726472130277,0.06444220262576004,0.022232605116792002,0.059564956666687235,0.15491715516472693,0.34226997812780935,,,0.05373075137334454,0.07630753541909638,0.010176830621863694,0.05655912392863189,,0.4693328149570834,0.15976201121415146,0.09023752276218147
2016-09-21,34.57319049524601,34.688916732727826,34.14211140824858,34.431427001953125,251953,0.0,0.0,0.0,35.58102035522461,30.648831693092262,-0.5377758647594462,,,37.01821532754092,34.1438253829083,-12057171,0.5590039699423746,,0.004303956990027391,0.015880995128323517,0.1613906575044559,0.06660344950641979,0.05885444098944201,0.06521022015234791,0.06512775712438733,0.0043320845145838885,0.059238237451865766,0.1952335681134515,0.3413924498379758,,,0.05387329594485196,0.0755031555694331,0.010366455167483591,0.05646434154358285,,0.5188126055546555,0.12271676837789412,0.09222966394473273
2016-09-22,34.428538008677556,35.29937922766979,34.428538008677556,34.82490158081055,697837,0.0,0.0,0.0,35.52865467071533,38.47913147504239,-0.516759332545945,-0.44312242246011835,-0.07363691008582662,36.995605574189895,34.06170376724077,-11359334,0.5812780591602216,,0.011427774365410537,0.025006279399568773,0.16631676203602483,0.06593314086024064,0.061669288506433856,0.06654991537600978,0.0669558610997217,0.011998622208918636,0.05898605926723943,0.29338713043364895,0.34226815347555767,0.331699022718405,0.467574620559993,0.053769059059549706,0.07510667359081241,0.010891660360681342,0.05871422141706282,,0.5546242850884316,0.19323032166900073,0.09959266674928238
2016-09-23,34.77570829884642,34.79017522485938,34.29255244821861,34.37066650390625,677872,0.0,0.0,0.0,35.41321773529053,33.74268228615121,-0.5306396700514213,-0.46062587197837895,-0.07001379807304237,36.863039850592656,33.963395619988404,-12037206,0.5777831358339157,,-0.013043398725772537,0.014478124146478784,0.16888034470978694,0.06754190164076536,0.0593213447181927,0.06591387387162091,0.06484546059497663,0.011655343631828198,0.05843014794693388,0.23401528343106887,0.34168979630792745,0.3308821564407657,0.4681342485369829,0.05315789634976337,0.07463204327064243,0.010381481200328214,0.05836120327233388,,0.4316068405950737,0.11187640277409945,0.10342443002097923
2016-09-26,34.64552197764293,34.86250753429487,34.51532880745594,34.71784973144531,1228677,0.0,0.0,0.0,35.31094474792481,39.838207608837486,-0.5077718745035753,-0.47005507248341827,-0.037716802020157036,36.649713921172335,33.97217557467728,-10808529,0.5716444140163947,,0.010101149115034014,0.01000000661113756,0.1703376640622716,0.06693862810716002,0.059654869583847414,0.06695585958093715,0.06645849247184295,0.021125894929313757,0.057937630441779686,0.3104232807358188,0.34264263722103794,0.33044210627181864,0.4731228612268887,0.05217440793696426,0.07467443276552693,0.011306206517504906,0.05774113811361723,,0.5479552934755825,0.07727277070236872,0.10560267175553933
2016-09-27,34.86250012742117,35.007157899536786,34.64551461686989,34.83356857299805,675273,0.0,0.0,0.0,35.231672286987305,41.761380744829694,-0.4748378037424743,-0.4710116187352295,-0.003826185007244798,36.483542422174466,33.97980215180014,-10133256,0.5566443332057163,,0.003333122369267194,0.010382033695715923,0.1571532565630353,0.06794408838840778,0.060321853591557645,0.06756477407002169,0.06699612840979334,0.011610656378041168,0.05755587690456504,0.33453044131877274,0.3440149133545548,0.330397465335454,0.47835762553198097,0.05140831379995078,0.07471125377012114,0.011814429621791758,0.05622599737827899,,0.5139321859022512,0.08022479788161478,0.08589606001575881
2016-09-28,34.7207362874171,35.00715752552377,34.64551424672064,34.709163665771484,541549,0.0,0.0,0.0,35.16715488433838,40.27096386903537,-0.45354753801048275,-0.46751880259028017,0.013971264579797416,36.386669717233126,33.947640051443635,-10674805,0.5427156864626748,,-0.003571408624581718,0.01041924496612897,0.1572791308715786,0.06728716551121051,0.06032185186698061,0.0675647723387328,0.0664181365453319,0.009311403463298276,0.05724517951505739,0.31584792215921653,0.34490202274811177,0.33056047113153014,0.48110662988868635,0.050961705255526735,0.07455597561244859,0.011406849703886793,0.05481908095330247,,0.4792228666912932,0.08051233948813419,0.0860842031785532
